"","plot","subplot","species","climate","management","size_t0","size_t1","fl_spring_before","fl_spring_after","fl_fall","sl_spring_t0","sl_fall_t0","sl_spring_t1","transition","survival","fl_all","new_individual","year","kicker_col","treatment","spec_treat","ind_t0","flower_pr"
"1942","5_5",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"5_5_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"1943","5_5",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"5_5_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"1944","5_5",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"5_5_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"1945","5_5",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"5_5_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"1946","5_5",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"5_5_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"1947","5_5",7,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"5_5_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"1963","6_1",1,"Bro_ere","future","grazing",4,16,2,1,NA,0,2,0,1,1,1,0,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",1,1
"1964","6_1",1,"Bro_ere","future","grazing",4,16,3,1,NA,0,2,0,1,1,1,0,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",1,1
"1965","6_1",1,"Bro_ere","future","grazing",2,10.5,1,0,NA,0,2,0,1,1,0,0,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",1,0
"1966","6_1",1,"Bro_ere","future","grazing",2,7.5,2,0,NA,0,2,0,1,1,0,0,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",1,0
"1967","6_1",1,"Bro_ere","future","grazing",NA,4,NA,NA,NA,0,2,0,1,0,0,1,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",NA,0
"1968","6_1",1,"Bro_ere","future","grazing",NA,4,NA,NA,NA,0,2,0,1,0,0,1,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",NA,0
"1969","6_1",1,"Bro_ere","future","grazing",NA,56,NA,NA,NA,0,2,0,1,0,0,1,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",NA,0
"1970","6_1",1,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",NA,0
"1971","6_1",1,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",NA,0
"1972","6_1",1,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",NA,0
"1973","6_1",1,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_1","future_grazing","Bro_ere_future_grazing",NA,0
"1994","6_1",2,"Bro_ere","future","grazing",56,64,1,2,NA,0,2,1,1,1,2,0,2018,"6_1_2","future_grazing","Bro_ere_future_grazing",1,1
"1995","6_1",2,"Bro_ere","future","grazing",12,30,2,0,NA,0,2,1,1,1,0,0,2018,"6_1_2","future_grazing","Bro_ere_future_grazing",1,0
"1996","6_1",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_2","future_grazing","Bro_ere_future_grazing",NA,0
"1997","6_1",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_2","future_grazing","Bro_ere_future_grazing",NA,0
"1998","6_1",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_2","future_grazing","Bro_ere_future_grazing",NA,0
"1999","6_1",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_2","future_grazing","Bro_ere_future_grazing",NA,0
"2000","6_1",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_2","future_grazing","Bro_ere_future_grazing",NA,0
"2001","6_1",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_2","future_grazing","Bro_ere_future_grazing",NA,0
"2002","6_1",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_2","future_grazing","Bro_ere_future_grazing",NA,0
"2003","6_1",2,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_2","future_grazing","Bro_ere_future_grazing",NA,0
"2028","6_1",3,"Bro_ere","future","grazing",35,39,7,0,NA,1,1,4,1,1,0,0,2018,"6_1_3","future_grazing","Bro_ere_future_grazing",1,0
"2029","6_1",3,"Bro_ere","future","grazing",1,NA,0,0,NA,1,1,4,1,0,0,0,2018,"6_1_3","future_grazing","Bro_ere_future_grazing",1,0
"2030","6_1",3,"Bro_ere","future","grazing",1,7.5,0,0,NA,1,1,4,1,1,0,0,2018,"6_1_3","future_grazing","Bro_ere_future_grazing",1,0
"2031","6_1",3,"Bro_ere","future","grazing",NA,2,NA,NA,NA,0,1,4,1,0,0,1,2018,"6_1_3","future_grazing","Bro_ere_future_grazing",NA,0
"2032","6_1",3,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_3","future_grazing","Bro_ere_future_grazing",NA,0
"2033","6_1",3,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_3","future_grazing","Bro_ere_future_grazing",NA,0
"2052","6_1",4,"Bro_ere","future","grazing",16,22.5,1,1,NA,0,0,7,1,1,1,0,2018,"6_1_4","future_grazing","Bro_ere_future_grazing",1,1
"2053","6_1",4,"Bro_ere","future","grazing",12,25,1,1,NA,0,0,7,1,1,1,0,2018,"6_1_4","future_grazing","Bro_ere_future_grazing",1,1
"2054","6_1",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_4","future_grazing","Bro_ere_future_grazing",NA,0
"2055","6_1",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_4","future_grazing","Bro_ere_future_grazing",NA,0
"2056","6_1",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_4","future_grazing","Bro_ere_future_grazing",NA,0
"2057","6_1",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_4","future_grazing","Bro_ere_future_grazing",NA,0
"2058","6_1",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_4","future_grazing","Bro_ere_future_grazing",NA,0
"2067","6_1",5,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_5","future_grazing","Bro_ere_future_grazing",NA,0
"2068","6_1",5,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_5","future_grazing","Bro_ere_future_grazing",NA,0
"2069","6_1",5,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_5","future_grazing","Bro_ere_future_grazing",NA,0
"2070","6_1",5,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_5","future_grazing","Bro_ere_future_grazing",NA,0
"2085","6_1",6,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_6","future_grazing","Bro_ere_future_grazing",NA,0
"2086","6_1",6,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_6","future_grazing","Bro_ere_future_grazing",NA,0
"2087","6_1",6,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_6","future_grazing","Bro_ere_future_grazing",NA,0
"2088","6_1",6,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_6","future_grazing","Bro_ere_future_grazing",NA,0
"2089","6_1",6,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_6","future_grazing","Bro_ere_future_grazing",NA,0
"2090","6_1",6,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_6","future_grazing","Bro_ere_future_grazing",NA,0
"2091","6_1",6,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_6","future_grazing","Bro_ere_future_grazing",NA,0
"2107","6_1",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_7","future_grazing","Bro_ere_future_grazing",NA,0
"2108","6_1",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_7","future_grazing","Bro_ere_future_grazing",NA,0
"2109","6_1",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_7","future_grazing","Bro_ere_future_grazing",NA,0
"2110","6_1",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_7","future_grazing","Bro_ere_future_grazing",NA,0
"2111","6_1",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_7","future_grazing","Bro_ere_future_grazing",NA,0
"2112","6_1",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_7","future_grazing","Bro_ere_future_grazing",NA,0
"2113","6_1",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_7","future_grazing","Bro_ere_future_grazing",NA,0
"2114","6_1",7,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_7","future_grazing","Bro_ere_future_grazing",NA,0
"2122","6_1",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_8","future_grazing","Bro_ere_future_grazing",NA,0
"2123","6_1",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_8","future_grazing","Bro_ere_future_grazing",NA,0
"2124","6_1",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_8","future_grazing","Bro_ere_future_grazing",NA,0
"2125","6_1",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_8","future_grazing","Bro_ere_future_grazing",NA,0
"2126","6_1",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_8","future_grazing","Bro_ere_future_grazing",NA,0
"2127","6_1",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_8","future_grazing","Bro_ere_future_grazing",NA,0
"2128","6_1",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_8","future_grazing","Bro_ere_future_grazing",NA,0
"2129","6_1",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_8","future_grazing","Bro_ere_future_grazing",NA,0
"2130","6_1",8,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_1_8","future_grazing","Bro_ere_future_grazing",NA,0
"2146","6_3",1,"Bro_ere","future","mowing",108,132,9,9,NA,0,2,3,1,1,9,0,2018,"6_3_1","future_mowing","Bro_ere_future_mowing",1,1
"2147","6_3",1,"Bro_ere","future","mowing",20,33,3,3,NA,0,2,3,1,1,3,0,2018,"6_3_1","future_mowing","Bro_ere_future_mowing",1,1
"2148","6_3",1,"Bro_ere","future","mowing",18,54,3,3,NA,0,2,3,1,1,3,0,2018,"6_3_1","future_mowing","Bro_ere_future_mowing",1,1
"2149","6_3",1,"Bro_ere","future","mowing",NA,27,NA,NA,NA,0,2,3,1,0,0,1,2018,"6_3_1","future_mowing","Bro_ere_future_mowing",NA,0
"2150","6_3",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_1","future_mowing","Bro_ere_future_mowing",NA,0
"2177","6_3",2,"Bro_ere","future","mowing",56,20,2,2,NA,0,4,6,1,1,2,0,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",1,1
"2178","6_3",2,"Bro_ere","future","mowing",48,63,7,7,NA,0,4,6,1,1,7,0,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",1,1
"2179","6_3",2,"Bro_ere","future","mowing",42,35,7,7,NA,0,4,6,1,1,7,0,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",1,1
"2180","6_3",2,"Bro_ere","future","mowing",20,25,0,0,NA,0,4,6,1,1,0,0,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",1,0
"2181","6_3",2,"Bro_ere","future","mowing",NA,6,NA,NA,NA,0,4,6,1,0,0,1,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",NA,0
"2182","6_3",2,"Bro_ere","future","mowing",NA,2.25,NA,NA,NA,0,4,6,1,0,0,1,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",NA,0
"2183","6_3",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",NA,0
"2184","6_3",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",NA,0
"2185","6_3",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",NA,0
"2186","6_3",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",NA,0
"2187","6_3",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",NA,0
"2188","6_3",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_2","future_mowing","Bro_ere_future_mowing",NA,0
"2206","6_3",3,"Bro_ere","future","mowing",195,NA,6,6,NA,0,2,1,1,0,6,0,2018,"6_3_3","future_mowing","Bro_ere_future_mowing",1,1
"2207","6_3",3,"Bro_ere","future","mowing",40,25,6,6,NA,0,2,1,1,1,6,0,2018,"6_3_3","future_mowing","Bro_ere_future_mowing",1,1
"2208","6_3",3,"Bro_ere","future","mowing",30,20,0,0,NA,0,2,1,1,1,0,0,2018,"6_3_3","future_mowing","Bro_ere_future_mowing",1,0
"2209","6_3",3,"Bro_ere","future","mowing",16,25,3,3,NA,0,2,1,1,1,3,0,2018,"6_3_3","future_mowing","Bro_ere_future_mowing",1,1
"2210","6_3",3,"Bro_ere","future","mowing",9,9,2,2,NA,0,2,1,1,1,2,0,2018,"6_3_3","future_mowing","Bro_ere_future_mowing",1,1
"2211","6_3",3,"Bro_ere","future","mowing",NA,49,NA,NA,NA,0,2,1,1,0,0,1,2018,"6_3_3","future_mowing","Bro_ere_future_mowing",NA,0
"2212","6_3",3,"Bro_ere","future","mowing",NA,0.25,NA,NA,NA,0,2,1,1,0,0,1,2018,"6_3_3","future_mowing","Bro_ere_future_mowing",NA,0
"2233","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2234","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2235","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2236","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2237","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2238","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2239","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2240","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2241","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2242","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2243","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2244","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2245","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2246","6_3",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_4","future_mowing","Bro_ere_future_mowing",NA,0
"2262","6_3",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_5","future_mowing","Bro_ere_future_mowing",NA,0
"2263","6_3",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_5","future_mowing","Bro_ere_future_mowing",NA,0
"2264","6_3",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_5","future_mowing","Bro_ere_future_mowing",NA,0
"2284","6_3",6,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_6","future_mowing","Bro_ere_future_mowing",NA,0
"2285","6_3",6,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_6","future_mowing","Bro_ere_future_mowing",NA,0
"2286","6_3",6,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_6","future_mowing","Bro_ere_future_mowing",NA,0
"2287","6_3",6,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_6","future_mowing","Bro_ere_future_mowing",NA,0
"2288","6_3",6,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_6","future_mowing","Bro_ere_future_mowing",NA,0
"2306","6_3",7,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_7","future_mowing","Bro_ere_future_mowing",NA,0
"2307","6_3",7,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_7","future_mowing","Bro_ere_future_mowing",NA,0
"2308","6_3",7,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_7","future_mowing","Bro_ere_future_mowing",NA,0
"2309","6_3",7,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_7","future_mowing","Bro_ere_future_mowing",NA,0
"2310","6_3",7,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_7","future_mowing","Bro_ere_future_mowing",NA,0
"2311","6_3",7,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_7","future_mowing","Bro_ere_future_mowing",NA,0
"2312","6_3",7,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_7","future_mowing","Bro_ere_future_mowing",NA,0
"2313","6_3",7,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_7","future_mowing","Bro_ere_future_mowing",NA,0
"2314","6_3",7,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_7","future_mowing","Bro_ere_future_mowing",NA,0
"2324","6_3",8,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_8","future_mowing","Bro_ere_future_mowing",NA,0
"2325","6_3",8,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_8","future_mowing","Bro_ere_future_mowing",NA,0
"2326","6_3",8,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_8","future_mowing","Bro_ere_future_mowing",NA,0
"2327","6_3",8,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_8","future_mowing","Bro_ere_future_mowing",NA,0
"2328","6_3",8,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_8","future_mowing","Bro_ere_future_mowing",NA,0
"2329","6_3",8,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_8","future_mowing","Bro_ere_future_mowing",NA,0
"2330","6_3",8,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"6_3_8","future_mowing","Bro_ere_future_mowing",NA,0
"2333","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2334","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2335","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2336","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2337","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2338","7_2",1,"Bro_ere","future","mowing",54,38,8,8,NA,0,3,3,1,1,8,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",1,1
"2339","7_2",1,"Bro_ere","future","mowing",72,90,20,20,NA,0,3,3,1,1,20,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",1,1
"2340","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2341","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2342","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2343","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2344","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2345","7_2",1,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_1","future_mowing","Bro_ere_future_mowing",NA,0
"2351","7_2",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_2","future_mowing","Bro_ere_future_mowing",NA,0
"2352","7_2",2,"Bro_ere","future","mowing",30,25,10,10,NA,0,1,2,1,1,10,0,2018,"7_2_2","future_mowing","Bro_ere_future_mowing",1,1
"2353","7_2",2,"Bro_ere","future","mowing",50,22.5,20,20,NA,0,1,2,1,1,20,0,2018,"7_2_2","future_mowing","Bro_ere_future_mowing",1,1
"2354","7_2",2,"Bro_ere","future","mowing",90,99,13,13,NA,0,1,2,1,1,13,0,2018,"7_2_2","future_mowing","Bro_ere_future_mowing",1,1
"2355","7_2",2,"Bro_ere","future","mowing",NA,30,NA,NA,NA,0,1,0,1,0,0,1,2018,"7_2_2","future_mowing","Bro_ere_future_mowing",NA,0
"2356","7_2",2,"Bro_ere","future","mowing",NA,16,NA,NA,NA,0,1,0,1,0,0,1,2018,"7_2_2","future_mowing","Bro_ere_future_mowing",NA,0
"2357","7_2",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_2","future_mowing","Bro_ere_future_mowing",NA,0
"2358","7_2",2,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_2","future_mowing","Bro_ere_future_mowing",NA,0
"2385","7_2",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,3,0,1,0,0,0,2018,"7_2_3","future_mowing","Bro_ere_future_mowing",NA,0
"2386","7_2",3,"Bro_ere","future","mowing",NA,4,NA,NA,NA,0,3,0,1,0,0,1,2018,"7_2_3","future_mowing","Bro_ere_future_mowing",NA,0
"2387","7_2",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_3","future_mowing","Bro_ere_future_mowing",NA,0
"2388","7_2",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_3","future_mowing","Bro_ere_future_mowing",NA,0
"2389","7_2",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_3","future_mowing","Bro_ere_future_mowing",NA,0
"2390","7_2",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_3","future_mowing","Bro_ere_future_mowing",NA,0
"2391","7_2",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_3","future_mowing","Bro_ere_future_mowing",NA,0
"2392","7_2",3,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_3","future_mowing","Bro_ere_future_mowing",NA,0
"2414","7_2",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,2018,"7_2_4","future_mowing","Bro_ere_future_mowing",NA,0
